full_name,county,state,state_abr,population,unemp,health_ins,poverty,SNAP,no_comp,no_internet,home_broad,broad_num,broad_avail,broad_cost,population_bbn,price_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Stewart County, Georgia",Stewart,Georgia,GA,6621.0,4.2,16.4,37.0,23.3,30.6,43.8,56.0,2.0,65.6,70.0,2562.0,69.99,3.7072599531615924,10.512099921935986,2.9024199843871976,28.944824355971896,51.43793911007026,0.0975800156128025
"Sumter County, Georgia",Sumter,Georgia,GA,29524.0,4.8,12.4,27.8,23.6,17.3,32.9,66.2,2.0,77.1,66.0,31394.0,44.95,5.563483468178633,12.511435306109448,3.9011913104414857,54.744853156654145,81.06386570682297,0.14009046314582402
"Talbot County, Georgia",Talbot,Georgia,GA,6195.0,4.5,15.8,19.1,16.9,30.3,46.5,52.9,4.0,86.1,90.47,1154.0,69.99,4.0,9.0,5.0,2.05,79.0,1.0
"Taliaferro County, Georgia",Taliaferro,Georgia,GA,1537.0,4.9,13.2,28.0,24.8,36.6,57.2,42.5,2.0,91.4,45.95,1767.0,59.99,3.0,8.0,3.0,7.45,93.0,0.0
"Tattnall County, Georgia",Tattnall,Georgia,GA,25286.0,3.8,13.5,22.5,20.9,16.9,30.3,69.5,4.0,71.6,56.99,27408.0,40.0,6.618323117338003,13.087675131348512,7.440929655575014,26.484589535901925,77.30253940455341,0.1766272621132516
"Taylor County, Georgia",Taylor,Georgia,GA,8020.0,4.0,19.0,26.3,24.8,27.9,41.3,58.5,4.0,86.2,203.89,7987.0,,4.6163766119944905,10.61637661199449,5.616376611994491,21.830210341805433,87.15087016401651,0.0
"Telfair County, Georgia",Telfair,Georgia,GA,15860.0,9.5,11.4,28.2,20.8,60.0,74.1,25.7,2.0,77.8,114.63,5148.0,69.99,3.3047785547785544,7.73970473970474,3.8069153069153066,21.745104895104898,59.78593628593629,0.565073815073815
"Terrell County, Georgia",Terrell,Georgia,GA,8531.0,5.0,18.3,31.9,29.6,19.9,27.6,71.7,2.0,76.3,60.0,8357.0,69.99,5.0,12.0,5.0,25.04,81.0,0.0
"Thomas County, Georgia",Thomas,Georgia,GA,44451.0,4.0,15.8,20.8,20.1,15.3,22.4,77.3,5.0,89.6,61.98,48789.0,35.0,7.791797331365676,13.791797331365677,7.534505728750332,36.48266863432331,87.00684580540695,0.29725962819488
"Tift County, Georgia",Tift,Georgia,GA,40644.0,3.4,19.3,24.7,14.5,27.7,35.3,64.1,6.0,87.3,83.46,39786.0,25.0,7.866963253405721,13.866963253405721,7.184487005479315,56.354928115417486,88.7289750163374,0.0902327451867491
"Toombs County, Georgia",Toombs,Georgia,GA,26830.0,4.9,16.6,23.7,24.6,24.8,32.9,66.7,5.0,60.0,96.3,12013.0,50.0,7.974028136185799,15.969699492216765,6.982685424123866,51.63663281445101,41.05627237159744,0.004328643969033547
"Towns County, Georgia",Towns,Georgia,GA,12037.0,4.8,10.9,15.8,10.4,20.3,27.1,72.5,3.0,95.9,61.47,11063.0,42.95,4.0,9.0,6.0,30.27143179969267,98.41281749977402,0.0
"Treutlen County, Georgia",Treutlen,Georgia,GA,6901.0,5.3,19.9,21.2,23.4,30.6,41.0,59.0,2.0,13.4,141.94,6424.0,34.95,4.0,12.0,6.0,6.41,13.0,0.0
"Troup County, Georgia",Troup,Georgia,GA,69922.0,3.2,12.7,20.5,17.7,16.9,28.3,71.4,6.0,91.8,62.99,69193.0,35.0,6.501654791669677,11.732935412541732,8.401933721619239,81.96355498388566,97.21763762230283,0.23128062087205353
"Turner County, Georgia",Turner,Georgia,GA,7985.0,3.8,15.0,35.3,26.2,28.6,34.7,65.3,2.0,75.6,114.63,9659.0,34.95,4.7567035925044,10.642095455016047,5.656175587534942,9.949232839838494,72.80039341546744,1.0
"Twiggs County, Georgia",Twiggs,Georgia,GA,8120.0,5.4,14.1,26.1,19.2,34.5,44.9,53.4,3.0,38.0,93.71,14013.0,44.95,5.846071505031043,11.859344894026975,5.159566117176907,18.535980874901874,62.111753371868986,0.5307214729180048
"Union County, Georgia",Union,Georgia,GA,24511.0,3.1,12.5,14.4,9.3,13.3,25.9,73.4,6.0,93.5,64.72,20750.0,42.95,6.87855421686747,12.817831325301205,7.939277108433735,28.337161445783135,95.6356626506024,0.060722891566265064
"Upson County, Georgia",Upson,Georgia,GA,26320.0,3.6,13.3,22.3,16.5,20.4,34.3,65.5,4.0,93.0,65.0,25499.0,69.99,4.051060825914742,11.051060825914742,5.865759441546727,42.87731911055336,93.2560884740578,0.07878740342758539
"Walker County, Georgia",Walker,Georgia,GA,69761.0,3.6,13.2,17.7,13.0,16.7,26.3,73.3,8.0,95.7,63.48,79728.0,35.0,7.664960866947623,14.124222356010435,7.923351896447922,74.63828993578164,97.60347682119206,0.17989915713425647
"Walton County, Georgia",Walton,Georgia,GA,94593.0,3.1,11.2,12.9,11.6,9.6,19.4,80.1,7.0,90.1,73.99,107990.0,35.0,6.582072414112417,11.582072414112417,8.582072414112417,81.03442429854617,94.83472543754053,0.08584128160014816
"Ware County, Georgia",Ware,Georgia,GA,35734.0,3.7,15.4,23.7,19.6,16.0,33.6,66.2,4.0,83.0,77.69,38404.0,25.0,8.20695760858244,14.75679616706593,8.732527861681076,52.372508072075824,87.18466826372251,0.04457868971982085
"Warren County, Georgia",Warren,Georgia,GA,5254.0,4.5,13.6,26.3,23.5,32.0,56.6,43.0,0.0,0.0,,5250.0,,2.168,9.0,2.0,51.685919999999996,0.0,0.168
"Washington County, Georgia",Washington,Georgia,GA,20374.0,4.1,12.0,26.6,26.1,23.5,39.0,60.7,3.0,68.8,65.0,21766.0,55.0,4.11118257833318,9.748966277680786,5.379399062758431,42.16384498759533,67.46747220435542,0.2995497565009648
"Wayne County, Georgia",Wayne,Georgia,GA,29927.0,4.0,17.8,19.6,19.8,18.0,32.1,67.7,3.0,80.1,69.99,29938.0,69.99,4.539748814216045,10.810140957979826,4.72960785623622,55.3237848219654,82.13942147104014,0.4611196472710268
"Webster County, Georgia",Webster,Georgia,GA,2607.0,5.0,11.6,25.3,23.5,24.2,40.0,55.7,1.0,46.9,60.0,1838.0,,2.0,8.0,3.0,5.13,63.0,1.0
"Wheeler County, Georgia",Wheeler,Georgia,GA,7855.0,7.5,16.7,26.8,20.2,61.7,66.6,32.3,3.0,46.7,73.31,7137.0,79.95,4.0,9.0,3.612442202606137,13.133602353930222,51.68432114333754,0.387557797393863
"White County, Georgia",White,Georgia,GA,30798.0,2.6,12.5,13.8,11.3,17.4,27.7,71.6,5.0,84.4,70.0,27297.0,55.0,4.661647800124555,11.492471700186835,7.492471700186834,62.93181558413012,94.22042715316701,0.03428948236069898
"Whitfield County, Georgia",Whitfield,Georgia,GA,104628.0,4.4,17.5,17.8,11.5,16.9,22.2,76.9,3.0,100.0,59.15,105421.0,43.95,5.914523671754204,11.85063696986369,7.279707079234687,37.889818537103615,99.82745373312719,0.23643296876333936
"Wilcox County, Georgia",Wilcox,Georgia,GA,8635.0,4.5,16.6,22.0,15.7,36.9,48.6,50.7,1.0,62.7,59.99,9739.0,79.99,2.2331861587431976,6.874833145086765,4.110072902762091,17.882175788068587,62.191087380634556,0.5054933771434439
"Wilkes County, Georgia",Wilkes,Georgia,GA,9777.0,4.5,15.6,23.9,19.5,40.4,55.8,43.9,1.0,100.0,62.97,11012.0,59.99,2.8252815110788227,7.108154740283328,3.7171267707954954,50.75192335633853,98.91845259716672,0.10815474028332728
"Wilkinson County, Georgia",Wilkinson,Georgia,GA,8954.0,3.8,9.9,25.0,16.2,31.0,43.4,55.0,2.0,60.5,69.99,4550.0,,3.8465934065934064,9.479340659340659,3.3672527472527474,10.897127472527472,65.5923076923077,1.0
"Worth County, Georgia",Worth,Georgia,GA,20247.0,3.9,17.6,20.8,23.5,18.4,28.5,70.9,4.0,72.6,99.21,17085.0,34.95,5.169271290605795,11.169271290605796,4.071817383669886,50.98233011413521,83.13327480245829,0.27690956979806847
"Hawaii County, Hawaii",Hawaii,Hawaii,HI,201513.0,3.4,5.2,16.6,19.4,14.0,24.0,75.2,2.0,88.6,46.63,183171.0,54.99,3.968297383319412,10.310174645549784,3.527872861970509,46.67063410692741,92.97417167564733,0.5660557621020796
"Honolulu County, Hawaii",Honolulu,Hawaii,HI,974563.0,2.6,3.6,8.7,9.7,9.0,14.4,85.3,2.0,99.0,46.63,950072.0,54.99,3.3366071203024603,9.33660712030246,3.241941663368671,67.55923237396745,99.00725629215468,0.9999999999999998
"Kalawao County, Hawaii",Kalawao,Hawaii,HI,86.0,,2.9,10.6,2.1,23.4,40.4,59.6,1.0,5.6,69.99,,,,,,,,
"Kauai County, Hawaii",Kauai,Hawaii,HI,72293.0,2.7,4.9,8.5,9.5,11.3,17.2,81.4,2.0,92.7,46.63,66916.0,54.99,3.0157062585928625,8.015706258592862,2.909677805009265,62.476225566381736,92.95920258234203,0.34065096538944345
"Maui County, Hawaii",Maui,Hawaii,HI,167417.0,2.6,5.1,9.7,9.9,10.0,16.7,83.0,3.0,95.2,46.63,154834.0,54.99,3.676311404471887,10.596354805792012,4.3889455804280715,72.29366708862393,100.0,0.2179947556738184
"Ada County, Idaho",Ada,Idaho,ID,481587.0,2.5,8.3,11.0,7.5,7.9,18.3,81.2,6.0,79.8,63.7,394692.0,39.95,4.428346660180596,15.143853941807789,7.488205993534199,55.14611388120358,99.74242953999577,0.753904310196305
"Adams County, Idaho",Adams,Idaho,ID,4294.0,6.8,16.6,11.4,6.8,17.0,29.6,69.0,4.0,65.4,69.95,3940.0,55.0,2.4885786802030454,8.368781725888326,3.575634517766497,58.86149999999999,51.38857868020304,0.08705583756345178
"Bannock County, Idaho",Bannock,Idaho,ID,87808.0,2.8,8.9,17.0,14.2,8.4,16.7,82.7,6.0,68.4,63.96,84855.0,55.0,3.8592775911849633,14.560768369571623,7.6666902362854294,53.937753933180126,91.6712156030876,0.09453774085204172
"Bear Lake County, Idaho",Bear Lake,Idaho,ID,6125.0,2.9,6.3,16.9,7.1,13.2,17.2,82.0,3.0,76.4,77.48,4605.0,59.95,2.9698154180238867,8.861020629750271,2.9698154180238867,17.358362649294243,5.9787187839305105,0.21454940282301846
"Benewah County, Idaho",Benewah,Idaho,ID,9298.0,5.2,12.7,16.7,14.0,17.7,31.7,67.6,5.0,76.3,79.95,9444.0,69.99,1.953939008894536,12.426090639559508,4.272765777213046,16.210135535789917,28.585662854722575,0.32655654383735705
"Bingham County, Idaho",Bingham,Idaho,ID,46811.0,2.7,11.0,12.5,11.9,10.5,18.0,81.0,8.0,81.3,65.05,43377.0,55.0,3.0048873827143416,12.516356594508611,5.750005763423012,38.59760402978537,99.947552850589,0.3770661871498721
"Blaine County, Idaho",Blaine,Idaho,ID,23021.0,2.6,14.1,14.0,5.7,7.8,14.3,85.5,8.0,98.9,64.02,21252.0,55.0,2.6764069264069263,8.676406926406926,5.402550348202523,76.28384434406172,94.15814982119332,0.224120082815735
"Boise County, Idaho",Boise,Idaho,ID,7831.0,4.3,10.1,13.1,9.3,11.5,23.2,75.3,9.0,89.6,61.38,4791.0,55.0,1.359215195157587,8.15863076601962,3.7184303903151745,6.203034857023586,32.60050093926112,1.0
"Bonner County, Idaho",Bonner,Idaho,ID,45739.0,4.2,11.6,14.7,9.8,13.5,24.7,74.5,7.0,96.6,65.52,37008.0,69.95,2.8095546908776483,13.142833981841765,8.1813121487246,21.20936202983139,100.0,0.538586251621271
"Bonneville County, Idaho",Bonneville,Idaho,ID,119062.0,2.4,8.7,12.1,12.3,7.3,13.5,85.8,8.0,75.1,61.85,102339.0,55.0,5.569333294247549,14.55134406238091,7.718220815134017,57.0820521990639,99.73321998456113,0.163163603318383
"Boundary County, Idaho",Boundary,Idaho,ID,12245.0,4.4,19.2,16.8,11.7,12.6,24.7,73.9,5.0,77.4,76.45,9156.0,,3.436762778505898,11.249017038007864,7.249017038007864,6.415317824377459,99.18774574049803,1.0
"Butte County, Idaho",Butte,Idaho,ID,2597.0,2.6,12.4,16.2,7.5,15.5,25.6,72.0,7.0,81.8,66.85,3215.0,,2.888646967340591,8.777293934681182,3.0,12.464982892690513,32.91477449455677,0.488646967340591
"Camas County, Idaho",Camas,Idaho,ID,1106.0,2.7,12.9,23.3,6.4,18.2,35.0,65.0,4.0,80.2,78.62,1003.0,109.0,1.0,6.032901296111665,2.9999999999999996,4.649361914257228,98.34197407776671,1.0
"Canyon County, Idaho",Canyon,Idaho,ID,229849.0,3.2,14.7,15.2,15.6,10.3,21.4,77.7,8.0,85.6,78.11,191338.0,48.5,3.7787789147999877,14.89590149369179,6.296543289884916,60.839943137275405,99.82547115575578,0.13288003428487807
"Caribou County, Idaho",Caribou,Idaho,ID,7155.0,2.7,7.8,8.5,7.2,8.1,15.2,83.7,6.0,93.3,63.7,6077.0,,4.022544018430146,10.022544018430146,4.348362678953431,26.564846141188085,56.563600460753655,0.0
"Cassia County, Idaho",Cassia,Idaho,ID,24030.0,2.4,15.7,14.3,11.5,8.4,17.0,82.9,7.0,78.6,59.39,22552.0,55.0,5.3499467896417165,15.08651117417524,5.5245211067754525,15.347630808797447,98.17306669031572,0.23616530684639941
"Clark County, Idaho",Clark,Idaho,ID,845.0,3.7,27.4,19.7,25.9,22.3,37.0,61.3,6.0,94.2,67.97,860.0,104.9,3.0,8.0,3.0,11.02,96.0,0.0
"Clearwater County, Idaho",Clearwater,Idaho,ID,8756.0,6.8,11.1,13.4,9.3,17.0,27.6,70.2,4.0,74.6,72.15,10042.0,60.0,1.8696474805815575,8.557060346544512,2.334893447520414,9.635010953993229,12.456980681139216,0.39334793865763795
"Custer County, Idaho",Custer,Idaho,ID,4315.0,4.2,11.8,20.6,6.5,13.3,20.6,76.0,6.0,69.7,84.95,3787.0,54.0,2.147346184314761,7.486136783733826,3.857670979667283,12.631431212041193,68.66622656456298,0.3387905994190652
"Elmore County, Idaho",Elmore,Idaho,ID,27511.0,3.3,11.8,13.8,12.2,11.4,20.7,78.8,4.0,83.4,77.72,26704.0,59.95,3.5135560215698023,11.764379868184541,4.634811264230078,56.184036099460755,82.12616087477532,0.2215023966446974
"Franklin County, Idaho",Franklin,Idaho,ID,13876.0,2.3,10.4,11.8,4.4,9.5,16.3,82.8,9.0,85.5,77.09,12781.0,79.99,3.5383772787731793,12.875205382990377,3.5792191534308744,13.197054221109461,12.00938893670292,0.2756435333698459
"Fremont County, Idaho",Fremont,Idaho,ID,13099.0,2.3,10.7,12.7,8.2,13.2,21.7,76.8,7.0,71.4,62.1,12594.0,55.0,3.4337779895188185,12.73701762744164,5.752659996823884,8.777188343655709,95.26266476099731,1.0
"Gem County, Idaho",Gem,Idaho,ID,18112.0,3.3,17.0,18.3,13.4,13.5,23.3,75.1,10.0,96.1,56.97,15975.0,48.5,3.8961502347417842,14.861533646322378,5.896150234741785,10.694762441314555,95.64219092331768,0.03461658841940532
"Gooding County, Idaho",Gooding,Idaho,ID,15179.0,2.6,16.6,15.9,9.0,14.8,27.3,71.9,4.0,70.1,75.37,15263.0,55.0,2.373517657079211,12.373517657079212,4.941164908602502,22.3019524339907,98.27858219222958,0.4129594444080456
"Idaho County, Idaho",Idaho,Idaho,ID,16667.0,4.5,10.9,14.6,8.9,19.3,30.6,67.4,7.0,94.5,68.83,16169.0,55.0,1.9190426124064566,9.298781619147752,5.062650751437936,11.57558599789721,91.21349495949038,1.0
"Jefferson County, Idaho",Jefferson,Idaho,ID,29871.0,2.3,9.6,7.7,9.3,6.5,14.9,83.7,4.0,80.7,79.95,25586.0,55.0,3.5302509184710384,12.344680684749473,6.267998123974049,15.66449347299304,91.4176893613695,0.24763542562338778
"Jerome County, Idaho",Jerome,Idaho,ID,24412.0,2.6,19.7,18.0,12.4,14.6,26.7,72.0,2.0,86.4,72.48,22540.0,55.0,2.836912156166815,12.714551907719612,4.796007098491571,63.59922715173026,100.00000000000001,0.12236024844720497
"Kootenai County, Idaho",Kootenai,Idaho,ID,165697.0,3.6,10.3,12.1,10.5,9.4,17.5,82.1,5.0,77.9,57.48,140127.0,55.0,2.9776417107338347,13.219900518815074,6.825736653178903,60.477413703283446,99.58117279325184,0.2034297458733863
"Latah County, Idaho",Latah,Idaho,ID,40108.0,2.7,6.9,20.6,8.0,6.3,16.7,82.5,6.0,95.6,67.0,37069.0,66.95,4.188756103482695,12.1994388842429,5.163559847851305,31.356991016752538,79.72130351506648,0.2894332191318892
"Lemhi County, Idaho",Lemhi,Idaho,ID,8027.0,4.8,12.5,13.1,6.3,15.1,21.4,77.5,3.0,90.9,77.71,7007.0,54.0,3.684458398744113,10.540316826031113,5.579277864992151,5.717842157842157,59.95290423861852,1.0
"Lewis County, Idaho",Lewis,Idaho,ID,3838.0,5.5,14.5,14.2,11.6,22.4,35.6,63.2,8.0,98.1,56.3,1593.0,60.0,0.9999999999999999,9.926553672316384,4.4030131826742,18.70222222222222,34.26177024482109,0.5235404896421846
"Lincoln County, Idaho",Lincoln,Idaho,ID,5366.0,3.6,22.2,13.4,10.5,18.0,31.8,66.9,3.0,77.8,105.95,5180.0,55.0,1.642857142857143,11.027799227799228,4.285714285714286,21.396783783783786,98.12702702702703,0.794980694980695
"Madison County, Idaho",Madison,Idaho,ID,39907.0,1.8,7.2,30.5,12.4,4.1,23.7,75.8,10.0,80.2,55.59,37921.0,55.0,5.0192769178028,14.886606365865878,6.996598190975976,32.086265130138976,100.0,0.08731309828327312
"Minidoka County, Idaho",Minidoka,Idaho,ID,21039.0,2.5,19.6,19.3,9.7,10.6,18.8,80.4,4.0,88.1,89.95,20477.0,55.0,4.241783464374665,14.400888802070616,4.64267226644528,24.793672412951118,99.52268398691214,0.15910533769595156
"Nez Perce County, Idaho",Nez Perce,Idaho,ID,40408.0,2.8,10.3,14.6,12.7,12.0,21.0,77.9,3.0,60.4,49.98,37893.0,55.0,2.845538753859552,10.858865753569264,5.723326208006755,73.8195650911778,88.18446678806112,0.09666693056765102
"Oneida County, Idaho",Oneida,Idaho,ID,4531.0,2.3,7.4,13.0,7.8,7.9,15.1,83.8,7.0,74.4,71.17,4234.0,59.95,4.0,12.905526688710438,4.0,17.452598016060463,81.09305621162022,0.01889466225791214
"Owyhee County, Idaho",Owyhee,Idaho,ID,11823.0,3.4,23.9,21.1,15.9,21.4,30.4,66.8,4.0,88.2,94.15,9586.0,55.0,1.7958481118297516,12.119340705195075,3.591696223659503,5.194001669100771,79.58481118297517,1.0
"Payette County, Idaho",Payette,Idaho,ID,23951.0,3.6,12.9,13.6,13.2,14.4,25.9,73.1,6.0,76.0,55.83,21479.0,48.5,4.335257693561153,16.46003072768751,7.584803761813865,62.084521160202996,95.75394571441873,0.0
"Power County, Idaho",Power,Idaho,ID,7681.0,3.1,15.3,9.6,14.5,10.3,20.7,79.3,7.0,84.7,71.95,7042.0,55.0,6.640017040613462,14.374893496165862,5.7348764555524,11.562556092019314,94.92047713717693,0.0948594149389378
"Shoshone County, Idaho",Shoshone,Idaho,ID,12882.0,5.9,16.6,17.3,19.8,14.7,30.2,69.5,7.0,84.6,64.95,10873.0,,1.9757196725834636,7.5370183022165005,2.9312057389864803,15.987373310034029,49.71746528097122,0.9999999999999999
"Teton County, Idaho",Teton,Idaho,ID,12142.0,2.2,9.4,6.1,1.8,9.2,15.6,84.4,4.0,88.8,67.45,10136.0,109.0,2.4903314917127073,11.39522494080505,4.962115232833465,13.265720205209155,86.26775848460932,0.5096685082872928
"Twin Falls County, Idaho",Twin Falls,Idaho,ID,86878.0,2.8,11.7,14.8,10.3,10.4,18.8,80.5,8.0,88.9,65.23,76858.0,55.0,5.774909573499181,16.446511748939603,6.516315803169482,51.82419604985818,99.64922324286346,0.3232975096932004
"Valley County, Idaho",Valley,Idaho,ID,11392.0,3.9,14.7,10.0,10.0,6.2,17.4,81.6,5.0,69.9,79.95,9927.0,55.0,2.841744736577012,9.088848594741613,3.594640878412411,32.51623451193714,55.31348846580035,0.2471038581646016
"Washington County, Idaho",Washington,Idaho,ID,10194.0,4.2,15.1,15.7,14.7,16.9,30.8,67.8,6.0,89.2,67.0,10165.0,55.0,3.8443679291687163,14.128775209050664,5.688735858337433,11.244998524348254,87.34736842105264,0.15563207083128383
"Adams County, Illinois",Adams,Illinois,IL,65435.0,3.4,4.7,12.1,13.6,16.3,23.6,75.8,4.0,75.6,73.28,66725.0,35.0,5.351487448482577,13.69814911952042,4.91084301236418,141.8605055076808,89.8866541775946,0.2235294117647059
"Alexander County, Illinois",Alexander,Illinois,IL,5761.0,6.2,6.8,30.2,24.7,43.7,51.4,47.9,4.0,73.9,70.37,5988.0,55.0,1.4034736138944557,8.755845023380093,4.051102204408817,4.893595524382098,71.06195724782899,1.0
"Bond County, Illinois",Bond,Illinois,IL,16426.0,3.8,6.1,14.5,10.3,16.9,24.3,75.0,2.0,37.5,87.45,18555.0,55.0,4.628186472648881,16.08019401778496,5.867744543249797,13.424341147938561,99.61277283751011,0.44192939908380485
"Boone County, Illinois",Boone,Illinois,IL,53544.0,5.6,6.3,11.0,13.0,9.1,14.9,84.6,7.0,81.0,85.95,51941.0,69.99,4.316936524133151,14.302112011705589,5.9162511310910455,36.916037812133,97.17042413507633,0.12464142007277487
"Brown County, Illinois",Brown,Illinois,IL,6578.0,2.4,5.9,10.0,11.1,21.4,27.9,71.1,11.0,86.1,56.46,6902.0,49.95,3.8167197913648216,12.686902347145754,4.763257026948711,95.66494639235005,48.549116198203414,0.05346276441611127
"Bureau County, Illinois",Bureau,Illinois,IL,32628.0,4.6,4.9,12.6,12.5,14.5,22.7,76.8,7.0,86.3,64.97,29445.0,55.0,2.7324163695024626,14.971574121242996,4.380404143318051,55.06383936152149,88.06941755815929,0.3386992698250976
"Calhoun County, Illinois",Calhoun,Illinois,IL,4739.0,4.8,2.9,12.8,12.5,24.2,32.7,66.8,5.0,77.9,74.0,4146.0,,1.375060299083454,9.337192474674385,2.8342981186685963,9.573605885190544,38.97539797395079,0.8668596237337194
"Carroll County, Illinois",Carroll,Illinois,IL,14305.0,4.1,6.1,11.1,10.1,15.0,22.1,77.4,9.0,96.4,69.96,15866.0,69.95,2.5618303290054207,12.093470313878735,4.119059624353964,17.654722677423422,72.80114710702131,1.0
"Cass County, Illinois",Cass,Illinois,IL,12147.0,4.1,7.1,13.5,13.3,15.2,25.9,73.3,8.0,84.4,65.27,14355.0,59.95,4.980146290491118,13.362103796586556,4.243329850226402,21.308748867990246,77.38258446534309,0.44583768721699757
"Champaign County, Illinois",Champaign,Illinois,IL,209689.0,3.8,4.8,20.9,9.6,7.8,18.1,81.6,4.0,61.2,111.95,197065.0,35.0,7.34164362012534,16.63864714688048,9.881267602060232,85.34531692588739,97.25970618831349,0.228980285692538
"Christian County, Illinois",Christian,Illinois,IL,32304.0,4.8,4.9,13.0,15.2,15.4,22.4,76.5,9.0,70.6,70.84,29805.0,39.95,4.030229827210199,12.257037409830566,5.463378627747023,58.16042945814461,88.36654923670525,0.451266566012414
"Clark County, Illinois",Clark,Illinois,IL,15441.0,4.5,5.5,12.6,13.6,15.2,30.1,69.7,5.0,91.9,77.48,11610.0,69.99,3.6094745908699397,12.945822566752797,4.482428940568475,59.40234453057708,68.48880275624461,0.29000861326442723
"Clay County, Illinois",Clay,Illinois,IL,13184.0,4.5,7.9,16.0,14.9,15.3,24.0,75.6,11.0,97.9,66.76,13072.0,54.95,4.402004283965728,11.660036719706243,5.173959608323133,66.32476591187272,93.3639840881273,0.13471542227662178
"Clinton County, Illinois",Clinton,Illinois,IL,37562.0,3.1,4.8,9.0,9.3,17.5,24.2,74.9,7.0,77.1,60.49,27072.0,35.0,3.5938608156028367,14.14025561465721,4.892545803782506,45.318631427304965,99.99999999999999,0.4479536052009456
"Coles County, Illinois",Coles,Illinois,IL,50621.0,4.0,6.3,21.5,18.1,13.0,22.8,77.0,2.0,70.4,70.5,50663.0,48.79,3.4797584035686793,12.4537828395476,4.974577107553836,36.761177387837286,86.10962635453882,0.05250379961707755
"Cook County, Illinois",Cook,Illinois,IL,5150233.0,3.8,9.5,15.1,15.1,12.4,20.7,78.9,4.0,84.2,64.95,5137702.0,29.0,5.730882211541273,13.709520910321386,9.338560508180516,95.54814414693577,99.87024432324023,1.0000000000000002
"Crawford County, Illinois",Crawford,Illinois,IL,18667.0,4.3,6.3,11.6,15.3,15.3,25.2,73.2,5.0,83.4,75.79,19896.0,55.0,3.8983212706071573,12.404503417772416,3.5205066344993967,32.328419280257336,68.57413550462404,0.42365299557700037
"Cumberland County, Illinois",Cumberland,Illinois,IL,10766.0,3.4,4.7,14.0,11.7,17.7,25.5,73.9,5.0,81.3,58.0,14738.0,69.99,2.8402768353915047,12.707490840005427,3.4353372235038675,53.18432623151038,58.98337630614737,0.29250915999457183
"DeKalb County, Illinois",DeKalb,Illinois,IL,104897.0,4.1,5.9,16.5,13.0,7.2,13.5,86.2,3.0,88.8,77.11,106105.0,44.99,3.877347910089062,20.865152443334434,7.845841383535177,58.46548720606947,94.20869893030488,0.35806983648272933
"De Witt County, Illinois",De Witt,Illinois,IL,15638.0,4.3,4.8,11.0,11.8,13.4,22.0,77.7,5.0,86.2,77.45,15903.0,69.95,2.62975539206439,11.504055838521033,3.9220901716657237,22.51328994529334,85.03056027164685,0.3702446079356096
"Douglas County, Illinois",Douglas,Illinois,IL,19465.0,3.6,14.5,11.2,11.5,20.1,27.0,72.6,5.0,75.1,69.37,23784.0,48.79,2.593508240834174,12.875126135216952,4.6282795156407674,70.83678649512277,75.86259670366633,0.4460141271442987
"DuPage County, Illinois",DuPage,Illinois,IL,922921.0,2.9,5.9,6.8,6.0,7.1,10.8,88.8,6.0,87.6,73.7,947434.0,29.0,5.207817114437522,15.21379536727624,8.50634028333372,104.74437034136413,99.84781736775332,0.9456764270651041
"Edgar County, Illinois",Edgar,Illinois,IL,17161.0,4.2,5.5,12.3,15.3,17.9,26.3,73.4,4.0,63.7,74.99,17369.0,48.79,4.196672232137717,13.29247509931487,5.162473372099718,77.46712764119984,88.58759859519832,0.25683689331567733
